_time,_raw
"
2021-09-17T15:57:28.196+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":59645,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:13 +0800] 'GET work.pscsoft.com/api/overview/host/dept?type=biz_dept'0.060 200 125 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:28.107+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":60165,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:13 +0800] 'GET work.pscsoft.com/api/overview/host/env'0.122 200 159 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:28.058+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":54310,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:08 +0800] 'POST work.pscsoft.com/api/icon/syslist'0.074 200 590 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:28.035+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":55070,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:08 +0800] 'GET work.pscsoft.com/api/desktop/userpref/shortcuts/'0.149 200 456 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:27.937+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":56081,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:09 +0800] 'GET work.pscsoft.com/api/systemcat/'0.064 200 1709 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:25.728+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":54060,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:08 +0800] 'POST work.pscsoft.com/api/icon/userlist'0.068 200 554 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:25.602+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":54809,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:08 +0800] 'GET work.pscsoft.com/api/alerthistory/count?status=0'0.091 200 74 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:25.543+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":58426,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:13 +0800] 'POST work.pscsoft.com/api/common/stats'0.028 200 354 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{\\\\x22startTime\\\\x22:\\\\x222021-08-17\\\\x22,\\\\x22endTime\\\\x22:\\\\x222021-09-17\\\\x22,\\\\x22types\\\\x22:[\\\\x22\\\\xE4\\\\xB8\\\\x9A\\\\xE5\\\\x8A\\\\xA1\\\\xE4\\\\xB8\\\\xBB\\\\xE6\\\\x9C\\\\xBA\\\\x22,\\\\x22\\\\xE7\\\\xBD\\\\x91\\\\xE7\\\\xBB\\\\x9C\\\\xE4\\\\xB8\\\\xBB\\\\xE6\\\\x9C\\\\xBA\\\\x22]}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:25.539+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":58876,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:13 +0800] 'GET work.pscsoft.com/api/overview/stats/count'0.036 200 104 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:25.531+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":55833,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:09 +0800] 'GET work.pscsoft.com/api/job/cat/count'0.012 200 122 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:25.448+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":59912,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:13 +0800] 'GET work.pscsoft.com/api/overview/host/zone'0.076 200 124 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:23.039+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":57388,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:11 +0800] 'GET work.pscsoft.com/api/alerthistory/count?status=0'0.031 200 74 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:23.038+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":56327,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:09 +0800] 'POST work.pscsoft.com/api/job/auth/list'0.072 200 3490 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{\\\\x22pageNo\\\\x22:1,\\\\x22pageSize\\\\x22:10,\\\\x22keyword\\\\x22:\\\\x22\\\\x22}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:22.931+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":56888,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:11 +0800] 'POST work.pscsoft.com/api/icon/userlist'0.011 200 554 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:22.931+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":57138,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:11 +0800] 'GET work.pscsoft.com/api/common/es/status'0.020 200 75 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T15:57:22.929+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":57649,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""10.8.1.28 - [17/Sep/2021:16:00:11 +0800] 'GET work.pscsoft.com/api/common/bigserver/status'0.036 200 80 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
